,Sentences,Negativity
7903,i feel incredibly impressed with myself both for honoring my process and being able to honor his,0
7904,i seriously had a feeling like this person hated me and wanted to kill me,1
7905,i love feeling productive and am task oriented and focused,0
7906,i feel impatient that time is running out,1
7907,im feeling gloomy as well since its very hard to get optimistic about the future even if congress somehow manages to find a compromise to avoid going over the fiscal cliff,1
7908,i write for a a short while long enough to feel limbered up and am satisfied with no conclusion,0
7909,i got a feeling that is going to be a very messy move,1
7910,i am on juice four for the day with two remaining and i feel energetic and productive,0
7911,i have a feeling my mom is now suspicious,1
7912,i end up feeling helpless and utter dismay,1
7913,i woke up feeling rebellious today if i knew a good stylist i would go there right now and have my hair cut,1
7914,i was deeply low down and feeling horrible but i had an awareness that it was for unnatural reasons,1
7915,i just feel like i have to be hated and viewed with fear in order to get any respect as a manager,1
7916,i do not feel ignored or unseen,1
7917,i stand in line in the sanctuary and hear the words this is my body and this is my blood i feel that there is something worthwhile still in gathering together and being sent out,0
7918,i also need to recover the seats as i am not feeling the boring beige that they come with,1
7919,i staggered down the street telling shaun and i expect anyone who lived nearby i have a volume problem when drunk what an outrage it was that we were made to feel unwelcome i shouldnt have to apologise for not being over,1
7920,i feel so lucky to have this boy in my arms and to have had the opportunity to bring him into this crazy world and to be able to love him with all that we have,0
7921,im not feeling super qualified to write about this stuff with any hint of authority but hey lets give it the ol fuck it try,0
7922,i remember feeling so reassured and empowered after our visits,0
7923,i like this idea for people who simply want a familiar practice it can be that whereas for people who crave a feeling of connection to the divine it can be this as well,0
7924,i had now to face myself and my feelings that let me get so needy to feel love,1
7925,i did something that hurt someone and they forgave me and when they did a feeling of sweet relief came to me,0
7926,i feel comfortable saying this if the guest artist i m talking about was actually in the room,0
7927,i dunno i feel like this kinda stuff is unpleasant to read,1
7928,i am feeling a little intimidated by the riders in central park right now and i dont want to go,1
7929,i will have no problem in marrying you but the thing is that i want a girl to marry me when she feels like she is marrying a successful and good person,0
7930,i feel doomed before i think things thru so so how do you think ill make it thru just dine,1
7931,i delight in leaving the windows open on a warm read not hot day feeling the gentle breeze hearing the outside smelling the fresh air a treat for the senses,0
7932,i remember feeling isolated and seeking out parents in similar situations,1
7933,i don t have abdominal pain or the discomfort i used to have at the beginning of the diet nausea and all those things sensitivity to odors and i don t feel strange i feel just normal,1
7934,im assuming this is just a phase but i feel like he doesnt really get that its important to not wet your pants,0
7935,i feel like a shitty girlfriend even though ive done nothing wrong nor will i do anything of any bad sorta while with my guy because im not that big of a piece of shit but still,1
