,Sentences,Negativity
5272,two hour of sepia tinted heavy metal image and surround sound effect of people moaning,1
5273,a word of advice to the maker of the single ward celebrity cameo do not automatically equal laugh and neither do cliche no matter how 'inside' they are,1
5274,the campy result make mel brooks' borscht belt schtick look sophisticated,1
5275,it appeal will probably limited to lds church member and undemanding armchair tourist,1
5276,the hanukkah spirit seems fried in pork,1
5277,cherish would've worked a lot better had it been a short film,1
5278,manipulative claptrap a period piece movie of the week plain old blarney take your pick all three description suit evelyn a besotted and obvious drama that tell u nothing new,1
5279,hey arnold is now stretched to barely feature length with a little more attention paid to the animation still the updated dickensian sensibility of writer craig bartlett's story is appealing,1
5280,true to it title it trap audience in a series of relentlessly nasty situation that we would pay a considerable ransom not to be looking at,1
5281,doesn't come close to justifying the hype that surrounded it debut at the sundance film festival two year ago,1
5282,the plot is paper thin and the character aren't interesting enough to watch them go about their daily activity for two whole hour,1
5283,kaufman's script is never especially clever and often is rather pretentious,1
5284,the film didn't move me one way or the other but it wa an honest effort and if you want to see a flick about telemarketers this one will due,1
5285,queen of the damned is too long with too little going on,1
5286,it collapse when mr taylor try to shift the tone to a thriller's rush,1
5287,any film that doesn't even in passing mention political prisoner poverty and the boat load of people who try to escape the country is le a documentary and more propaganda by way of a valentine sealed with a kiss,1
5288,blade ii is still top heavy with blazing gun cheatfully filmed martial art disintegrating bloodsucker computer effect and jagged camera move that serve no other purpose than to call attention to themselves,1
5289,the rule of attraction get u too drunk on the party favor to sober u up with the transparent attempt at moralizing,1
5290,though there are many tense scene in trapped they prove more distressing than suspenseful,1
5291,in this film we at least see a study in contrast the wide range of one actor and the limited range of a comedian,1
5292,feel strangely hollow at it emotional core,1
5293,no surprise,1
5294,you have once again entered the bizarre realm where director adrian lyne hold sway where all relationship are simultaneously broadly metaphorical oddly abstract and excruciatingly literal,1
5295,the high concept scenario soon prof preposterous the acting is robotically italicized and truth in advertising hound take note there's very little hustling on view,1
5296,this director's cut which add minute take a great film and turn it into a mundane soap opera,1
5297,characterisation ha been sacrificed for the sake of spectacle,1
5298,the venezuelan say thing like si pretty much and por favor go home when talking to american that's muy loco but no more ridiculous than most of the rest of dragonfly,1
5299,it's a movie that end with truckzilla for cryin' out loud if that doesn't clue you in that something's horribly wrong nothing will,1
5300,director tom shadyac and star kevin costner glumly mishandle the story's promising premise of a physician who need to heal himself,1
5301,it's difficult to imagine that a more confused le interesting and more sloppily made film could possibly come down the road in,1
